,NAME,ADDRESS,CATE,SUBCATE,STATION,LAT,LON,STATION_NAME
28,뜨락,서울 강남구 영동대로142길 13-3,맛집,한식,청담역,37.52441484,127.0555512,청담
29,랜디스도넛가로수길점,서울 강남구 도산대로15길 16-0,맛집,간이음식,신사역,37.51932272,127.0240196,신사
30,런던베이글뮤지엄도산점,서울 강남구 언주로168길 33-0,맛집,간이음식,압구정역,37.52608085,127.0364391,압구정
31,롯데리아개포점,서울 강남구 선릉로 26-0,맛집,간이음식,선릉역,37.48228791,127.0614866,선릉
32,리사르커피청담점,서울 강남구 도산대로99길 60-0,맛집,카페/찻집,청담역,37.52708521,127.04843,청담
33,리틀넥청담,서울 강남구 도산대로51길 17-0,맛집,외국식,압구정역,37.52421356,127.0377666,압구정
34,마켓오도곡점,서울 강남구 남부순환로 2745-0,맛집,외국식,매봉역,37.4872167,127.0460499,매봉
35,마켓오압구정점,서울 강남구 도산대로 310-0,맛집,외국식,압구정역,37.52153811,127.0354758,압구정
36,만강수서점,서울 강남구 밤고개로21길 81-0,맛집,한식,수서역,37.47415779,127.1153617,수서
37,명인등심압구정직영점,서울 강남구 도산대로 211-0,맛집,한식,압구정역,37.52059555,127.0296817,압구정
38,몽중헌대치점,서울 강남구 영동대로 325-0,맛집,외국식,삼성역,37.50329103,127.0654959,삼성
39,몽중헌청담점,서울 강남구 도산대로 445-0,맛집,외국식,청담역,37.52433526,127.0447881,청담
40,무탄,서울 강남구 논현로176길 22-0,맛집,외국식,압구정역,37.52729893,127.0303106,압구정
41,미엘,서울 강남구 도산대로67길 13-12,맛집,카페/찻집,강남구청역,37.52525814,127.0436252,강남구청
42,백마김씨네도곡본점,서울 강남구 남부순환로 2743-0,맛집,한식,매봉역,37.48715584,127.0456791,매봉
43,뱃고동압구정본점,서울 강남구 언주로172길 54-0,맛집,외국식,압구정역,37.52684323,127.0380325,압구정
44,보노보노삼성점,서울 강남구 테헤란로 508-0,맛집,외국식,삼성역,37.50681662,127.0579783,삼성
45,보메청담,서울 강남구 선릉로152길 40-0,맛집,외국식,강남구청역,37.52424594,127.0426777,강남구청
46,브루클린더버거조인트가로수길점,서울 강남구 도산대로15길 12-0,맛집,간이음식,신사역,37.51907485,127.0240704,신사
47,비비브라운,서울 강남구 도산대로 412-0,맛집,카페/찻집,강남구청역,37.52296577,127.040714,강남구청
48,삼원가든본점,서울 강남구 언주로 835-0,맛집,한식,압구정역,37.52493042,127.0325303,압구정
49,새벽집청담동점,서울 강남구 도산대로101길 6-0,맛집,한식,청담역,37.52556359,127.0528684,청담
50,수담,서울 강남구 봉은사로 418-0,맛집,한식,선정릉역,37.51051089,127.0459786,선정릉
51,쉐이크쉑청담점,서울 강남구 도산대로 327-0,맛집,간이음식,강남구청역,37.52311961,127.0375986,강남구청
52,스케줄청담,서울 강남구 선릉로152길 37-0,맛집,외국식,강남구청역,37.52464499,127.0426788,강남구청
53,신동궁감자탕역삼본점,서울 강남구 테헤란로10길 21-0,맛집,한식,역삼역,37.49788712,127.0329134,역삼
54,신의주찹쌀순대청담점,서울 강남구 영동대로 725-0,맛집,한식,삼성역,37.52247832,127.0551558,삼성
55,신정역삼점,서울 강남구 테헤란로8길 29-0,맛집,외국식,강남역,37.49709446,127.0324036,강남
56,아베크청담,서울 강남구 선릉로 823-0,맛집,외국식,압구정역,37.52563554,127.0393425,압구정
57,아웃백스테이크하우스도곡점,서울 강남구 남부순환로 2909-0,맛집,외국식,도곡역,37.49218231,127.0574107,도곡
58,연타발압구정본점,서울 강남구 도산대로 231-0,맛집,외국식,압구정역,37.52144482,127.0321515,압구정
59,영동장어,서울 강남구 언주로148길 8-0,맛집,외국식,학동역,37.52031675,127.035337,학동
60,영양센타대치점,서울 강남구 도곡로 436-0,맛집,한식,한티역,37.49771404,127.0581563,한티
61,영천영화청담점,서울 강남구 도산대로90길 3-0,맛집,한식,청담역,37.52395997,127.0495787,청담
62,오스테리아꼬또압구정점,서울 강남구 언주로165길 7-12,맛집,외국식,압구정역,37.52508926,127.032227,압구정
63,오아시스,서울 강남구 도산대로55길 20-0,맛집,외국식,강남구청역,37.52477691,127.0406038,강남구청
64,오엔,서울 강남구 압구정로11길 37-30,맛집,외국식,압구정역,37.52765271,127.0176753,압구정
65,울프강스테이크하우스,서울 강남구 선릉로152길 21-0,맛집,외국식,강남구청역,37.52449739,127.041463,강남구청
66,이도곰탕본점,서울 강남구 논현로94길 29-5,맛집,한식,역삼역,37.50335068,127.038434,역삼
67,이디야커피랩,서울 강남구 논현로 636-0,맛집,카페/찻집,언주역,37.51047622,127.0329795,언주
68,일일향압구정1호점,서울 강남구 논현로168길 30-0,맛집,외국식,압구정역,37.52345789,127.0305883,압구정
69,정식당,서울 강남구 선릉로158길 11-0,맛집,한식,강남구청역,37.52565829,127.0410811,강남구청
70,중앙해장,서울 강남구 영동대로86길 17-0,맛집,한식,압구정역,37.50828251,127.0654805,압구정
71,진미평양냉면,서울 강남구 학동로 305-3,맛집,한식,학동역,37.51614525,127.0360423,학동
72,창고43강남점,서울 강남구 강남대로 362-0,맛집,한식,강남역,37.49530558,127.029416,강남
73,청국장과보리밥수서점,서울 강남구 광평로46길 5-5,맛집,한식,수서역,37.48612055,127.0993289,수서
74,청담골,서울 강남구 선릉로148길 48-0,맛집,외국식,청담역,37.52276794,127.0434057,청담
75,카멜커피,서울 강남구 도산대로45길 16-8,맛집,카페/찻집,압구정역,37.52345222,127.0359865,압구정
76,카페노티드삼성,서울 강남구 테헤란로103길 9-0,맛집,카페/찻집,삼성역,37.51004989,127.0638949,삼성
77,카페노티드청담,서울 강남구 도산대로53길 15-0,맛집,카페/찻집,압구정역,37.52419169,127.0382417,압구정
78,퀸즈파크청담점,서울 강남구 압구정로60길 22-0,맛집,외국식,압구정역,37.52598354,127.0416103,압구정
79,테라로사포스코센터점,서울 강남구 테헤란로 440-0,맛집,카페/찻집,선릉역,37.50581497,127.056131,선릉
80,테라스룸서울,서울 강남구 선릉로152길 37-0,맛집,외국식,강남구청역,37.52464499,127.0426788,강남구청
81,팀호완삼성점,서울 강남구 봉은사로86길 30-0,맛집,외국식,삼성중앙역,37.51144869,127.0568658,삼성중앙
82,페어링룸,서울 강남구 도산대로81길 14-0,맛집,외국식,청담역,37.52538004,127.0478365,청담
83,평양면옥강남점,서울 강남구 논현로150길 6-0,맛집,한식,학동역,37.5189408,127.0291563,학동
84,평양면옥도곡점,서울 강남구 논현로28길 28-0,맛집,한식,매봉역,37.48337944,127.0447567,매봉
85,포레스트청담,서울 강남구 선릉로 803-0,맛집,외국식,압구정역,37.52393512,127.0389637,압구정
86,포브라더스도곡점,서울 강남구 논현로28길 40-0,맛집,외국식,매봉역,37.48401795,127.045321,매봉
87,피양옥,서울 강남구 삼성로133길 14-0,맛집,한식,청담역,37.51945423,127.0483013,청담
88,필경재,서울 강남구 광평로 205-0,맛집,한식,수서역,37.48490568,127.0951066,수서
89,한성칼국수논현점,서울 강남구 언주로148길 14-0,맛집,한식,강남구청역,37.52063014,127.0361626,강남구청
90,한우리본점,서울 강남구 도산대로 304-0,맛집,한식,강남구청역,37.52114955,127.0347293,강남구청
91,한일관압구정점,서울 강남구 압구정로38길 14-0,맛집,한식,압구정역,37.52778318,127.0324973,압구정
92,할매재첩국대치점,서울 강남구 삼성로 308-0,맛집,한식,대치역,37.49966743,127.0608211,대치
93,해목,서울 강남구 선릉로145길 14-0,맛집,외국식,강남구청역,37.52153119,127.0382957,강남구청
94,흑돈가삼성직영점,서울 강남구 봉은사로86길 14-0,맛집,한식,삼성역,37.51251646,127.0563164,삼성
