NAME,ADDRESS,CATE,SUBCATE,STATION_NAME
VIPS프리미어목동41타워점,서울 양천구 목동동로 293-0,맛집,외국식,오목교역
가랑누룽지삼계탕,서울 양천구 목동동로14길 5-0,맛집,한식,목동역
강릉스낵,서울 양천구 목동동로 228-2,맛집,간이음식,오목교역
경복궁목동점,서울 양천구 목동동로 189-0,맛집,한식,오목교역
금강호민물장어신월본점,서울 양천구 남부순환로 431-0,맛집,외국식,-
금화왕돈까스신월점,서울 양천구 화곡로 91-0,맛집,외국식,화곡역
나폴레옹과자점목동점,서울 양천구 목동동로 401-0,맛집,간이음식,-
닥터로빈목동점,서울 양천구 오목로 299-0,맛집,외국식,오목교역
달콤커피목동역점,서울 양천구 목동로 213-0,맛집,카페/찻집,목동역
대가,서울 양천구 신정중앙로 66-0,맛집,한식,신정역
더브라운목동점,서울 양천구 오목로 354-0,맛집,외국식,오목교역
더아리엘목동점,서울 양천구 오목로 300-0,맛집,외국식,오목교역
동호철판낙지,서울 양천구 신월로15길 12-0,맛집,외국식,-
락앤웍목동점,서울 양천구 목동동로 233-3,맛집,외국식,오목교역
락희안목동직영점,서울 양천구 오목로 330-0,맛집,외국식,오목교역
마루샤브목동점,서울 양천구 목동동로 339-0,맛집,외국식,오목교역
마실목동점,서울 양천구 목동동로 55-0,맛집,한식,양천구청역
마장동김씨신정네거리역점,서울 양천구 중앙로34길 17-0,맛집,한식,신정네거리역
만복순대국,서울 양천구 목동로 219-0,맛집,한식,-
망향비빔국수양천점,서울 양천구 신월로 344-0,맛집,한식,신정역
먹자대게,서울 양천구 목동서로 213-0,맛집,외국식,오목교역
목동우대갈비염창역본점,서울 양천구 공항대로 624-0,맛집,한식,-
밥초,서울 양천구 오목로48길 10-0,맛집,외국식,목동역
봉스시,서울 양천구 은행정로7길 25-0,맛집,외국식,신정역
봉피양신월점,서울 양천구 신월로 112-0,맛집,한식,-
부산돼지국밥신월점,서울 양천구 남부순환로 344-0,맛집,한식,-
브런치빈목동점,서울 양천구 목동동로 233-3,맛집,외국식,오목교역
비엔나커피하우스목동7단지점,서울 양천구 목동서로 211-0,맛집,카페/찻집,오목교역
살구나무집칼국수,서울 양천구 중앙로32길 35-0,맛집,한식,신정네거리역
삿뽀로목동점,서울 양천구 목동동로 189-0,맛집,외국식,오목교역
색동저고리,서울 양천구 목동동로 411-0,맛집,한식,마포역
서가앤쿡서울목동점,서울 양천구 오목로 286-0,맛집,외국식,목동역
소플러스신월점,서울 양천구 화곡로 64-0,맛집,한식,-
송추가마골인어반목동점,서울 양천구 목동동로 293-0,맛집,한식,오목교역
스시노미찌,서울 양천구 목동동로 293-0,맛집,외국식,오목교역
시골식당,서울 양천구 중앙로36길 22-9,맛집,한식,-
신선설농탕목동점,서울 양천구 목동서로 349-0,맛집,한식,양천구청역
아웃백스테이크하우스목동점,서울 양천구 목동동로 293-0,맛집,외국식,오목교역
애슐리퀸즈목동행복한백화점점,서울 양천구 목동동로 309-0,맛집,외국식,오목교역
양천뼈다귀,서울 양천구 목동동로 258-0,맛집,한식,오목교역
양천옥설렁탕,서울 양천구 등촌로 86-0,맛집,한식,-
억조1978,서울 양천구 목동동로10길 24-0,맛집,한식,오목교역
옛날마차,서울 양천구 신정중앙로 84-0,맛집,외국식,목동역
오목집목동본점,서울 양천구 목동서로 155-0,맛집,외국식,오목교역
원두막,서울 양천구 신목로 56-0,맛집,한식,-
원조양평신내서울해장국양천직영점,서울 양천구 공항대로 646-0,맛집,한식,-
원조우리분식멸치국수,서울 양천구 오목로 14-0,맛집,한식,-
은행골목동점,서울 양천구 목동서로 155-0,맛집,외국식,오목교역
이조면옥,서울 양천구 신목로 88-0,맛집,한식,양천향교역
일미락,서울 양천구 목동동로 226-16,맛집,한식,오목교역
제주은희네해장국양천목동점,서울 양천구 오목로 321-1,맛집,한식,오목교역
젠틀한식탁,서울 양천구 목동동로14길 6-1,맛집,외국식,오목교역
진대감목동점,서울 양천구 오목로 337-10,맛집,한식,오목교역
착한낙지목동점,서울 양천구 국회대로 289-0,맛집,외국식,목동역
창고43목동점,서울 양천구 목동서로 159-1,맛집,한식,오목교역
초애삼계탕,서울 양천구 남부순환로 605-0,맛집,한식,-
크리스피크림도넛오목교점,서울 양천구 오목로 300-0,맛집,간이음식,오목교역
토다이U목동점,서울 양천구 목동동로 401-0,맛집,외국식,-
파리크라상목동점,서울 양천구 목동동로 293-0,맛집,간이음식,오목교역
파티세리소나2호점,서울 양천구 신목로12길 8-0,맛집,간이음식,오목교역
팔각도목동본점,서울 양천구 목동동로 266-1,맛집,외국식,오목교역
포코아,서울 양천구 목동중앙북로24길 23-13,맛집,외국식,염창역
푸주옥,서울 양천구 남부순환로 663-0,맛집,한식,교대역
한스목동점,서울 양천구 오목로 287-0,맛집,간이음식,목동역
할머니추어탕,서울 양천구 가로공원로 146-0,맛집,한식,부평삼거리역
항아리보쌈,서울 양천구 신목로 48-0,맛집,외국식,-
현경목동점 ,서울 양천구 오목로 312-0,맛집,외국식,오목교역
황금오리농장,서울 양천구 국회대로 176-0,맛집,외국식,신정역
히노야마목동점,서울 양천구 목동서로 349-0,맛집,외국식,양천구청역
