"T_IDX","STATION_NAME","T_NAME","CATE","ADDRESS","LAT","LON"
669,"대방","초록애대방점","맛집","서울 동작구 여의대방로54길 5-0",37.511974,126.925934
670,"대방","다채대방점","맛집","서울 동작구 알마타길 6-0",37.509857,126.92496
671,"대방","아트홀봄","관광지","서울 동작구 여의대방로54길 18-0",37.51163549,126.9271828
672,"대방","스페이스살림","관광지","서울 동작구 노량진로 10-0",37.51235763,126.927155
673,"대치","할매재첩국대치점","맛집","서울 강남구 삼성로 308-0",37.49967,127.06082
674,"대흥","조선초가한끼","맛집","서울 마포구 독막로 288-0",37.544434,126.94497
675,"대흥","을밀대본점","맛집","서울 마포구 숭문길 24-0",37.547493,126.94553
676,"대흥","아소정","맛집","서울 마포구 백범로25길 9-0",37.546604,126.94637
677,"대흥","램랜드","맛집","서울 마포구 토정로 255-0",37.54345,126.93887
678,"도곡","아웃백스테이크하우스도곡점","맛집","서울 강남구 남부순환로 2909-0",37.492184,127.05741
679,"도곡","VIPS도곡역점","맛집","서울 강남구 남부순환로 2912-0",37.490707,127.056145
680,"도림천","행주산성 국수집","맛집","서울 구로구 신도림로 105-0",37.512157,126.88531
681,"도림천","안양천생태공원","관광지","서울 영등포구 영등포로2길 62-0",37.5183225,126.8811369
682,"도림천","해마루축구장","관광지","서울 양천구",37.5179678,126.8785482
683,"도림천","안양천/생태초화원","관광지","서울 구로구",37.51182961,126.8774928
684,"도림천","안양천c축구장","관광지","서울 구로구",37.51510574,126.8800577
685,"도봉","로로옴","맛집","서울 도봉구 도봉로152가길 152-0",37.676323,127.045235
686,"도봉","메이다이닝","맛집","서울 도봉구 도봉로169길 202-0",37.67794,127.03536
687,"도봉","무수옥","맛집","서울 도봉구 도봉로165길 15-0",37.677162,127.04416
688,"도봉","묵은지사랑","맛집","서울 도봉구 도봉로164길 38-0",37.675343,127.04675
689,"도봉","장수옥설렁탕도가니탕","맛집","서울 도봉구 도봉로 805-0",37.67644,127.04424
690,"도봉","삼오집","맛집","서울 도봉구 도봉로165길 4-0",37.6777,127.04461
691,"도봉","무수골계곡","관광지","서울 도봉구",37.67664484,127.0335604
692,"도봉","도봉시장","관광지","서울 도봉구 마들로 724-0",37.67464516,127.0475036
693,"도봉","도봉구야외물놀이축제","관광지","서울 도봉구 도봉로168길 30-0",37.6787558,127.0484202
694,"도봉","성신여자대학교/난향원","관광지","서울 도봉구 도봉로169길 416-0",37.67546774,127.0234657
695,"도봉","도봉튜빙눈썰매장","관광지","서울 도봉구 도봉로168길 30-0",37.67839472,127.0471425
696,"도봉","도봉구야외수영장","관광지","서울 도봉구 도봉로168길 30-0",37.67886634,127.0483685
697,"도봉","도봉암","관광지","서울 도봉구 도봉로173다길 32-68",37.68036541,127.0356413
698,"도봉","갈대밭어린이공원","관광지","서울 도봉구",37.6743674,127.0458371
699,"도봉","서원암","관광지","서울 도봉구 도봉로155길 40-0",37.67306197,127.0417264
700,"도봉","자현암","관광지","서울 도봉구 도봉로169길 500-0",37.67675586,127.0217837
701,"도봉","무수어린이공원","관광지","서울 도봉구",37.68061666,127.042754
702,"도봉","서원어린이공원","관광지","서울 도봉구",37.68383851,127.0433373
703,"도봉산","서울창포원","관광지","서울 도봉구 마들로 916-0",37.68936568,127.0481146
704,"도봉산","도봉산양고기","맛집","서울 도봉구 도봉로191길 99-6",37.689922,127.04174
705,"도봉산","인디언소울","맛집","서울 도봉구 도봉산길 12-15",37.688137,127.04396
706,"도봉산","장위동유성집본점","맛집","서울 도봉구 도봉로180나길 56-0",37.68379,127.05068
707,"도봉산","내자사","관광지","서울 도봉구 도봉로191길 88-94",37.68969891,127.0388098
708,"도봉산","새동네어린이공원","관광지","서울 도봉구",37.6889768,127.0431983
709,"도봉산","도봉구평화울림터","관광지","서울 도봉구",37.69126936,127.0486058
710,"도봉산","도봉계곡","관광지","서울 도봉구",37.68700473,127.0297274
711,"도봉산","도봉사","관광지","서울 도봉구 도봉산길 89-0",37.68631037,127.0304217
712,"도봉산","다락원체육공원","관광지","서울 도봉구 창포원로 45-0",37.69189316,127.0475868
713,"도봉산","북한산국립공원/도봉탐방지원센터","관광지","서울 도봉구 도봉산길 73-0",37.68611598,127.0359768
714,"도봉산","한신쇼핑","관광지","서울 도봉구 도봉로180나길 41-0",37.68417185,127.0499478
715,"도봉산","도봉산","관광지","서울 도봉구 도봉산길 58-0",37.70050307,127.0157007
716,"도봉산","다락체육공원/축구장","관광지","서울 도봉구 창포원로 45-0",37.69169874,127.0479757
717,"도봉산","광륜사","관광지","서울 도봉구 도봉산길 86-1",37.68775467,127.0354491
718,"도봉산","평화문화진지","관광지","서울 도봉구 마들로 932-0",37.69083772,127.0471146
719,"도봉산","연수암","관광지","서울 도봉구 도봉산4길 28-19",37.68894903,127.0436705
720,"도봉산","옛골토성도봉산점","맛집","서울 도봉구 도봉산4나길 43-0",37.68883,127.04464
721,"도봉산","영수네감자국","맛집","서울 도봉구 도봉로181길 86-0",37.6856,127.04176
722,"도봉산","명륜진사갈비서울도봉산점","맛집","서울 도봉구 도봉산길 10-0",37.687634,127.04485
723,"도봉산","도봉산갈비","맛집","서울 도봉구 도봉로 919-0",37.686466,127.045654
724,"도봉산","옹기꽃게장","맛집","서울 도봉구 도봉산4가길 14-9",37.688503,127.04125
725,"독립문","대성집","맛집","서울 종로구 사직로 5-0",37.572735,126.96093
726,"독립문","수성동계곡","관광지","서울 종로구",37.58254418,126.9621789
727,"독립문","서대문독립공원","관광지","서울 서대문구 통일로 251-0",37.57410067,126.956374
728,"독립문","독립문","관광지","서울 서대문구",37.57243422,126.9595404
729,"독립문","국립대한민국임시정부기념관","관광지","서울 서대문구 통일로 279-24",37.57606082,126.9543945
730,"독립문","안산자락길","관광지","서울 서대문구",37.57576707,126.9446528
731,"독립문","독립관","관광지","서울 서대문구 통일로 251-0",37.57304525,126.9582072
732,"독립문","청운대안내소","관광지","서울 종로구",37.59617742,126.9730104
733,"독립문","서대문형무소역사관","관광지","서울 서대문구 통일로 251-0",37.57457284,126.9559018
734,"독립문","경찰박물관","관광지","서울 종로구 송월길 162-0",37.57207316,126.9621235
735,"독립문","환기미술관","관광지","서울 종로구 자하문로40길 63-0",37.59411766,126.9661264
736,"독립문","윤동주문학관","관광지","서울 종로구 창의문로 119-0",37.5921542,126.9671228
737,"독바위","둘렛길맛집","맛집","서울 은평구 불광로18가길 49-0",37.626,126.93364
738,"독바위","삼천사계곡","관광지","서울 은평구",37.64078739,126.9547346
739,"독바위","북한산생태공원","관광지","서울 은평구",37.61128099,126.9401158
740,"독바위","선림사","관광지","서울 은평구",37.62751104,126.9370697
741,"독바위","다문화박물관","관광지","서울 은평구 불광로 135-0",37.6187898,126.9325146
742,"독바위","불광사","관광지","서울 은평구 불광로18길 49-0",37.62331708,126.9365975
743,"독산","명륜진사갈비독산점","맛집","서울 금천구 시흥대로 447-0",37.473564,126.89789
744,"독산","도원","맛집","서울 금천구 범안로 1130-0",37.465523,126.88767
745,"독산","더카페이네스트점","맛집","서울 금천구 범안로 1155-0",37.46682,126.89003
746,"독산","김밥전문공간얌얌","맛집","서울 금천구 금하로 675-0",37.452797,126.905426
747,"독산","LAB1004","맛집","서울 금천구 벚꽃로 104-0",37.464565,126.89107
748,"독산","화로구이독산점","맛집","서울 금천구 범안로 1200-0",37.46633,126.89507
749,"독산","우시장3호집","맛집","서울 금천구 시흥대로 364-0",37.466076,126.89807
750,"독산","우리소양평해장국본점","맛집","서울 금천구 범안로 1244-0",37.46625,126.900055
751,"독산","신선설농탕독산점","맛집","서울 금천구 시흥대로 405-0",37.46995,126.89757
752,"독산","북창동순두부독산점","맛집","서울 금천구 시흥대로123길 14-0",37.470493,126.89726
753,"독산","독산동먹자골목","맛집","서울 금천구",37.45684,126.895454
754,"독산","논빼미돼지볶음","맛집","서울 금천구 시흥대로 185-0",37.45036,126.90183
755,"독산","궁전산들애밥상","맛집","서울 금천구 독산로 178-1",37.46325,126.90396
756,"독산","무지개상상어린이공원","관광지","서울 금천구 시흥대로90길 60-3",37.46297429,126.9009634
757,"독산","모닝푸드","관광지","서울 금천구 범안로21길 6-0",37.46683493,126.8969082
758,"독산","예술의시간","관광지","서울 금천구 범안로9길 23-0",37.46750148,126.8898533
759,"독산","베짱이유아숲체험장","관광지","서울 금천구 독산로54길 102-82",37.46711276,126.9096015
760,"독산","천불사","관광지","서울 금천구 독산로50길 163-16",37.46139122,126.9135178
761,"독산","세광사","관광지","서울 금천구 독산로54길 57-0",37.46516328,126.9071563
762,"독산","심원사","관광지","서울 금천구 독산로50가길 50-0",37.46402979,126.9116846
763,"독산","벚꽃십리길","관광지","서울 금천구",37.46883465,126.8886311
764,"독산","사조씨푸드/구로지점","관광지","서울 금천구 두산로7길 13-0",37.47138993,126.8913253
765,"독산","문화정원아트홀","관광지","서울 금천구 가산로 61-0",37.47183435,126.8959082
766,"독산","금천예술공장","관광지","서울 금천구 범안로15길 57-0",37.46889022,126.8919364
767,"독산","금천뮤지컬센터","관광지","서울 금천구 시흥대로115길 48-0",37.4689205,126.8938754
768,"독산","금천체육공원","관광지","서울 금천구 독산로54길 102-27",37.46819596,126.9086849
769,"독산","독산근린공원","관광지","서울 금천구 범안로 1096-0",37.46366856,126.8842149
770,"독산","산기슭공원","관광지","서울 금천구 독산로54길 6-0",37.46341873,126.9073239
771,"독산","진영면옥","맛집","서울 금천구 가산로 22-5",37.47157,126.9004
772,"독산","왕게수산시흥동점","맛집","서울 금천구 시흥대로 182-0",37.45017,126.90276
773,"독산","암소한마리","맛집","서울 금천구 시흥대로 371-0",37.466694,126.89731
774,"독산","솔향기해물칼국수","맛집","서울 금천구 금하로 722-0",37.45041,126.90992
775,"독산","빵집아저씨","맛집","서울 금천구 독산로 112-0",37.457382,126.90562
776,"독산","부뚜막청국장","맛집","서울 금천구 독산로 242-0",37.46838,126.902405
777,"독산","쌈지어린이공원","관광지","서울 금천구",37.47091784,126.9039908
778,"독산","뽀로로파크/롯데빅마켓금천점","관광지","서울 금천구 두산로 71-0",37.4704734,126.8957416
779,"독산","쥬라리움/금천점","관광지","서울 금천구 두산로 71-0",37.47061227,126.895686
780,"독산","CT LEX","관광지","서울 금천구 시흥대로 399-0",37.4693902,126.8972415
781,"독산","별빛남문시장","관광지","서울 금천구 시흥대로144길 17-0",37.47336198,126.9007411
782,"독산","롯데시네마/독산","관광지","서울 금천구 시흥대로 399-0",37.46936242,126.8970748
783,"독산","독산동우시장","관광지","서울 금천구 범안로 1209-0",37.46680716,126.8962693
784,"독산","빅마켓/금천점","관광지","서울 금천구 두산로 71-0",37.47061227,126.8956583
785,"독산","롯데마트/금천점","관광지","서울 금천구 시흥대로 291-0",37.45930224,126.89709
786,"독산","홈플러스/금천점","관광지","서울 금천구 시흥대로 391-0",37.46866806,126.8969082
787,"돌곶이","스카이방방/서울석관점","관광지","서울 성북구 돌곶이로 51-0",37.608514,127.0592532
788,"돌곶이","돌곶이시장","관광지","서울 성북구 한천로73길 26-0",37.60970832,127.0620308
789,"돌곶이","헬로방방/돌곶이역점","관광지","서울 성북구 화랑로 248-0",37.61029155,127.0569201
790,"돌곶이","석관시장","관광지","서울 성북구 돌곶이로22가길 27-0",37.60926391,127.0601143
791,"돌곶이","장위전통시장","관광지","서울 성북구 화랑로19가길 20-22",37.61031929,127.0513095
792,"돌곶이","의릉","관광지","서울 성북구 화랑로32길 146-37",37.60362566,127.0572535
793,"돌곶이","태성식당","맛집","서울 성북구 화랑로33길 38-0",37.611866,127.05487
794,"돌곶이","조마루감자탕석관점","맛집","서울 성북구 화랑로 262-0",37.611267,127.05833
795,"돌곶이","장위기사식당","맛집","서울 성북구 돌곶이로 215-0",37.618546,127.04603
796,"돌곶이","일번지정육식당돌곶이직영점","맛집","서울 성북구 화랑로 254-0",37.61081,127.0576
797,"돌곶이","성가네낙지마을석관점","맛집","서울 성북구 화랑로 236-0",37.609875,127.05575
798,"돌곶이","성가네낙지마을본점","맛집","서울 도봉구 방학로 99-22",37.66192,127.041595
799,"돌곶이","한상","맛집","서울 성북구 화랑로 248-0",37.610405,127.05691
800,"돌곶이","방문자센터/북서울꿈의숲","관광지","서울 강북구 월계로 173-0",37.62042919,127.0442545
801,"동대문","JW메리어트동대문더라운지","맛집","서울 종로구 청계천로 279-0",37.57045,127.00874
802,"동대문","흥인지문","관광지","서울 종로구 종로 288-0",37.57101802,127.0097025
803,"동대문","진고개","맛집","서울 중구 충무로 19-1",37.56309,126.99282
804,"동대문","쉐이크쉑두타점","맛집","서울 중구 장충단로 275-0",37.568886,127.00877
805,"동대문","진옥화할매원조닭한마리본점","맛집","서울 종로구 종로40가길 18-0",37.570374,127.0057
806,"동대문","두산타워","관광지","서울 중구 장충단로 275-0",37.56890715,127.0087026
807,"동대문","동대문종합시장/A동","관광지","서울 종로구 종로 266-0",37.570157,127.0082027
808,"동대문","밀리오레/명동점","관광지","서울 중구 퇴계로 115-0",37.56107457,126.9845105
809,"동대문","CGV/동대문","관광지","서울 중구 장충단로13길 20-0",37.56879605,127.007675
810,"동대문","신평화패션타운","관광지","서울 중구 청계천로 298-0",37.56946266,127.0107858
811,"동대문","평화시장","관광지","서울 중구 청계천로 274-0",37.56943486,127.0075083
812,"동대문","맥스타일","관광지","서울 중구 마장로 3-0",37.56876829,127.0106747
813,"동대문","현대백화점면세점/동대문점","관광지","서울 중구 장충단로 275-0",37.56879605,127.0087304
814,"동대문","청해진","맛집","서울 강동구 강동대로 187-0",37.524815,127.12742
815,"동대문","동대문종합시장","관광지","서울 종로구 종로 266-0",37.57046252,127.0080082
816,"동대문","동대문쇼핑타운","관광지","서울 종로구 종로 266-0",37.57074027,127.0081749
817,"동대문","개뿔","맛집","서울 종로구 낙산성곽서1길 26-0",37.57818,127.00805
818,"동대문역사문화공원","평양면옥","맛집","서울 구로구 고척로10길 65-0",37.496445,126.84218
819,"동대문역사문화공원","오장동함흥냉면","맛집","서울 중구 마른내로 108-0",37.564274,126.999886
820,"동대문역사문화공원","오장동흥남집본점","맛집","서울 중구 마른내로 114-0",37.564342,127.00054
821,"동대문역사문화공원","평양면옥장충본점","맛집","서울 중구 장충단로 207-0",37.56303,127.00647
822,"동대문역사문화공원","VIPS제일제당센터점","맛집","서울 중구 동호로 330-0",37.563972,127.00325
823,"동대문역사문화공원","밀리오레/동대문점","관광지","서울 중구 장충단로 263-0",37.56815724,127.0084249
824,"동대문역사문화공원","우육미","맛집","서울 중구 퇴계로 373-0",37.565216,127.012985
825,"동대문역사문화공원","그릴1492본점","맛집","서울 중구 퇴계로 369-0",37.565163,127.01255
826,"동대문역사문화공원","현대시티아울렛/동대문점","관광지","서울 중구 장충단로13길 20-0",37.56876827,127.007675
827,"동대문역사문화공원","제일평화시장","관광지","서울 중구 마장로 13-0",37.56849055,127.0113968
828,"동대문역사문화공원","HelloAPM","관광지","서울 중구 장충단로 253-0",37.56746287,127.0082027
829,"동대문역사문화공원","에이피엠플레이스","관광지","서울 중구 을지로 276-0",37.56526868,127.0083971
830,"동대문역사문화공원","동대문역사문화공원","관광지","서울 중구 을지로 281-0",37.56707404,127.0100081
831,"동대문역사문화공원","메가박스/동대문","관광지","서울 중구 장충단로 247-0",37.56674073,127.0074806
832,"동대입구","신라면세점/서울점","관광지","서울 중구 동호로 249-0",37.55721405,127.0077584
833,"동대입구","태극당장충본점","맛집","서울 중구 동호로24길 7-0",37.55952,127.00509
834,"동대입구","더킹스앰배서더서울풀만호텔","맛집","서울 중구 동호로 287-0",37.5606,127.00214
835,"동대입구","장충동족발골목","맛집","서울 중구 장충단로 0-0",37.55737,126.98612
836,"동대입구","평안도족발집","맛집","서울 중구 장충단로 174-6",37.56026,127.00605
837,"동대입구","뚱뚱이할머니족발집","맛집","서울 중구 장충단로 174-1",37.560413,127.0059
838,"동대입구","더파크뷰서울신라호텔","맛집","서울 중구 동호로 249-0",37.557507,127.00795
839,"동묘앞","디오트쇼핑몰","관광지","서울 중구 다산로 293-0",37.56915716,127.0149798
840,"동묘앞","동묘시장","관광지","서울 종로구 종로58길 12-0",37.5728512,127.0179795
841,"동묘앞","낙산냉면","맛집","서울 종로구 지봉로5길 8-0",37.574486,127.01527
842,"동묘앞","창신동문구거리","관광지","서울 종로구",37.57146244,127.0140632
843,"동묘앞","동대문문구완구종합시장","관광지","서울 종로구 종로54길 19-0",37.57146244,127.0140632
844,"동묘앞","동묘","관광지","서울 종로구 난계로27길 84-0",37.57318449,127.0182295
845,"동묘앞","이마트/청계천점","관광지","서울 중구 청계천로 400-0",37.57085146,127.0228402
846,"동작","더리버","맛집","서울 서초구 동작대로 350-0",37.505764,126.98109
847,"동작","동작주차공원","관광지","서울 동작구 현충로 213-0",37.50332041,126.9781669
848,"동작","호국지장사","관광지","서울 동작구 현충로 210-0",37.49872055,126.9647351
849,"동작","국립서울현충원/현충문","관광지","서울 동작구 현충로 210-0",37.50130364,126.9732343
850,"동작","학도의용군무명용사탑","관광지","서울 동작구 현충로 210-0",37.5006926,126.974012
851,"동작","더리버마리나","관광지","서울 서초구",37.50674752,126.9848443
852,"둔촌동","호원아트홀","관광지","서울 강동구 성안로 30-0",37.52627395,127.1303865
853,"둔촌동","갓잇올림픽공원점","맛집","서울 강동구 성안로 14-0",37.52505,127.12966
854,"둔촌동","착한낙지서울둔촌점","맛집","서울 강동구 동남로 592-0",37.5273,127.14829
855,"둔촌동","오늘손칼국수&찜강동본점","맛집","서울 강동구 풍성로 206-0",37.529087,127.13459
856,"둔촌동","신흥정육식당","맛집","서울 강동구 양재대로89길 16-0",37.526882,127.1347
857,"둔촌동","산장가든","맛집","서울 강동구 동남로49길 26-0",37.5325,127.1485
858,"둔촌동","산수고원","맛집","서울 강동구 동남로 588-0",37.526924,127.14808
859,"둔촌동","보릿골강동점","맛집","서울 강동구 동남로 708-0",37.53719,127.15228
860,"둔촌동","백제추어탕","맛집","서울 강동구 양재대로 1406-0",37.531456,127.13815
861,"둔촌동","백년화편","맛집","서울 강동구 양재대로81길 18-0",37.523014,127.13318
862,"둔촌동","디자인카페허브","맛집","서울 강동구 천호대로200길 15-16",37.536003,127.15038
863,"둔촌동","동남스프링","맛집","서울 강동구 동남로49길 24-0",37.532516,127.1487
864,"둔촌동","동구밖장작구이","맛집","서울 강동구 풍성로 309-0",37.52653,127.145805
865,"둔촌동","도원한우","맛집","서울 강동구 진황도로 227-0",37.526356,127.145
866,"둔촌동","다람","맛집","서울 강동구 양재대로85길 29-0",37.52456,127.13298
867,"둔촌동","농협안심한우마을길동사거리점","맛집","서울 강동구 양재대로 1422-0",37.532772,127.138725
868,"둔촌동","꼼떼바베큐둔촌본점","맛집","서울 강동구 동남로51길 9-0",37.532986,127.14975
869,"둔촌동","고모네원조콩탕황태탕","맛집","서울 강동구 풍성로57길 13-0",37.52966,127.13593
870,"둔촌동","강동해물찜해천탕","맛집","서울 강동구 양재대로 1416-0",37.532253,127.13858
871,"둔촌동","둔촌역전통시장","관광지","서울 강동구",37.52796823,127.1350805
872,"디지털미디어시티","난지천공원","관광지","서울 마포구",37.57235044,126.8861026
873,"디지털미디어시티","미스터아구DMC점","맛집","서울 은평구 수색로 190-0",37.57866,126.90168
874,"디지털미디어시티","아리산채","맛집","서울 은평구 수색로 217-1",37.57862,126.899536
875,"디지털미디어시티","쿠우쿠우상암점","맛집","서울 마포구 매봉산로 80-0",37.57853,126.89429
876,"디지털미디어시티","창고43상암점","맛집","서울 마포구 매봉산로 75-0",37.578453,126.8929
877,"디지털미디어시티","서룡","맛집","서울 마포구 월드컵북로 361-0",37.57711,126.8914
878,"디지털미디어시티","덕승재","맛집","서울 마포구 월드컵북로 361-0",37.57711,126.8914
879,"디지털미디어시티","김영섭초밥","맛집","서울 마포구 월드컵북로 352-18",37.57766,126.89332
880,"디지털미디어시티","노리들노리쌤/은평점","관광지","서울 은평구 수색로 200-0",37.5793775,126.9007123
881,"디지털미디어시티","이마트/수색점","관광지","서울 은평구 수색로 217-0",37.57976633,126.8988514
882,"디지털미디어시티","제일라아트홀","관광지","서울 마포구 월드컵북로 323-0",37.57510018,126.8955462
883,"디지털미디어시티","난지미술창작스튜디오","관광지","서울 마포구 하늘공원로 108-1",37.569073,126.8788811
884,"디지털미디어시티","어깨동무스토리움","관광지","서울 마포구 월드컵로 386-0",37.57487793,126.8863248
885,"디지털미디어시티","DMC홍보관","관광지","서울 마포구 월드컵북로 366-0",37.5776832,126.8921853
886,"디지털미디어시티","난지천공원/인조잔디축구장","관광지","서울 마포구",37.5742391,126.8838805
887,"뚝섬","피어 컨템포러리","관광지","서울 성동구 성수일로10가길 18-0",37.54843757,127.0526155
888,"뚝섬","제스티살룬","맛집","서울 성동구 서울숲2길 19-0",37.54716,127.040855
889,"뚝섬","제제","맛집","서울 성동구 서울숲길 46-1",37.547897,127.04257
890,"뚝섬","중앙감속기","맛집","서울 성동구 성수일로6길 7-1",37.545574,127.05109
891,"뚝섬","진작다이닝","맛집","서울 성동구 왕십리로14나길 10-0",37.549347,127.04571
892,"뚝섬","채선당성수점","맛집","서울 성동구 왕십리로 38-0",37.541008,127.044235
893,"뚝섬","쵸리상경","맛집","서울 성동구 서울숲4길 18-8",37.54705,127.04267
894,"뚝섬","카나비스트릿","맛집","서울 성동구 왕십리로 136-0",37.549694,127.04456
895,"뚝섬","카멜커피","맛집","서울 성동구 성덕정19길 6-0",37.537243,127.055916
896,"뚝섬","카페차성수점","맛집","서울 성동구 서울숲6길 2-0",37.547863,127.04185
897,"뚝섬","하프커피성수점","맛집","서울 성동구 서울숲4길 12-0",37.5474,127.04233
898,"뚝섬","호호식당성수동점","맛집","서울 성동구 서울숲4길 25-0",37.547176,127.04386
899,"뚝섬","훼미리손칼국수보쌈","맛집","서울 성동구 왕십리로 134-0",37.549526,127.04463
900,"뚝섬","게토얼라이브","관광지","서울 성동구 왕십리로 104-0",37.5468266,127.0448663
901,"뚝섬","EV6언플러그드그라운드/성수","관광지","서울 성동구 상원4길 10-0",37.54699455,127.0494397
902,"뚝섬","스파크플러스/성수2호점","관광지","서울 성동구 아차산로 38-0",37.54655559,127.0484571
903,"뚝섬","서울숲/곤충식물원","관광지","서울 성동구 왕십리로11길 9-0",37.54138275,127.0392002
904,"뚝섬","뚝섬미술관","관광지","서울 성동구 아차산로 33-0",37.5472125,127.04842
905,"뚝섬","오발탄서울숲점","맛집","서울 성동구 왕십리로 50-0",37.541885,127.044914
906,"뚝섬","센터커피서울숲점","맛집","서울 성동구 서울숲2길 28-11",37.546562,127.04162
907,"뚝섬","서울앵무새","맛집","서울 성동구 서울숲9길 3-0",37.54832,127.04355
908,"뚝섬","비사벌전주콩나물국밥","맛집","서울 성동구 왕십리로6길 1-2",37.54628,127.04502
909,"뚝섬","블루보틀성수카페","맛집","서울 성동구 아차산로 7-0",37.548107,127.04564
910,"뚝섬","보마켓서울숲점","맛집","서울 성동구 왕십리로 83-21",37.544155,127.04336
911,"뚝섬","백야드빌더성수점","맛집","서울 성동구 광나루로 152-0",37.551426,127.04705
912,"뚝섬","밀도","맛집","서울 성동구 왕십리로 96-0",37.54624,127.04488
913,"뚝섬","무식당","맛집","서울 성동구 왕십리로10길 5-9",37.54722,127.045235
914,"뚝섬","몽련","맛집","서울 성동구 왕십리로10길 3-0",37.547142,127.04503
915,"뚝섬","메종파이프그라운드","맛집","서울 성동구 왕십리로 83-21",37.544155,127.04336
916,"뚝섬","로와이드","맛집","서울 성동구 서울숲2길 22-1",37.54694,127.041046
917,"뚝섬","대성갈비","맛집","서울 성동구 서울숲4길 27-0",37.547127,127.04402
918,"뚝섬","난포","맛집","서울 성동구 서울숲4길 18-8",37.54705,127.04267
919,"뚝섬","강남면옥성수점","맛집","서울 성동구 성수일로 77-0",37.547405,127.05035
920,"뚝섬유원지","한강공원","관광지","서울 성동구",37.54088268,127.018952
921,"뚝섬유원지","뚝섬유원지","관광지","서울 광진구",37.52905103,127.0698086
922,"뚝섬유원지","노룬산골목시장","관광지","서울 광진구",37.53657791,127.0650312
923,"뚝섬유원지","한강시민공원뚝섬지구수영장","관광지","서울 광진구",37.52963428,127.0670589
924,"뚝섬유원지","뚝섬한강공원/벽천마당","관광지","서울 광진구",37.5323006,127.061726
925,"뚝섬유원지","자양종합시장","관광지","서울 광진구 자양번영로6길 20-0",37.53205072,127.0764469
926,"뚝섬유원지","소문난숯불구이","맛집","서울 광진구 자양번영로 28-0",37.532154,127.075615
927,"뚝섬유원지","뚝섬전망문화콤플렉스","관광지","서울 광진구 강변북로 2202-0",37.5306897,127.0650313
928,"뚝섬유원지","한강수상법당","관광지","서울 광진구 강변북로 2160-0",37.52982868,127.0637258
929,"뚝섬유원지","뚝섬한강공원뚝섬안내센터","관광지","서울 광진구",37.52955099,127.0731694
930,"뚝섬유원지","뚝섬한강공원/눈썰매장","관광지","서울 광진구",37.52960651,127.0676977
931,"뚝섬유원지","뚝섬한강공원","관광지","서울 광진구 강변북로 2273-0",37.52913436,127.071364
932,"뚝섬유원지","서울윈드서핑장","관광지","서울 광진구",37.52702354,127.0793356
933,"마곡","강서농산물도매시장","관광지","서울 강서구 발산로 40-0",37.55332447,126.8208587
934,"마곡","헬로방방/마곡점","관광지","서울 강서구 마곡서로 101-0",37.56296226,126.823525
935,"마곡","스페이스K/서울","관광지","서울 강서구 마곡중앙8로 32-0",37.56129583,126.8311077
936,"마곡","서울식물원호수공원","관광지","서울 강서구",37.57568308,126.834635
937,"마들","상계근린공원","관광지","서울 노원구",37.67006237,127.0503923
938,"마들","피노키오냉면","맛집","서울 노원구 한글비석로 474-0",37.66482,127.065445
939,"마들","천하뼈다귀감자탕","맛집","서울 노원구 동일로 1595-0",37.670918,127.055695
940,"마장","화로구이마장점","맛집","서울 성동구 마장로 315-0",37.567318,127.04395
941,"마장","엘트레이드","관광지","서울 성동구 마장로44길 3-0",37.56718536,127.0454493
942,"마장","마장축산물시장","관광지","서울 성동구 마장로31길 40-0",37.569935,127.0386444
943,"마장","마장동먹자골목","관광지","서울 성동구 마장로35길 68-0",37.57104818,127.0414385
944,"마장","인더매스마장점","맛집","서울 성동구 마장로 270-0",37.565544,127.03997
945,"마장","마장동한우촌","맛집","서울 성동구 마장로35길 68-0",37.570683,127.041275
946,"마장","목포산꽃게아구찜탕","맛집","서울 성동구 마장로 331-0",37.568108,127.045364
360,"구의","하이웨이마트/구의점","관광지","서울 광진구 광나루로 516-0",37.54463267,127.0866403
361,"구의","우리유황온천","관광지","서울 광진구 자양로5길 33-0",37.53088424,127.0840573
362,"구의","자양전통시장","관광지","서울 광진구 자양로13길 72-0",37.53410247,127.0800023
363,"구일","샤브향구로점","맛집","서울 구로구 중앙로 13-0",37.499172,126.864105
364,"구일","소담촌고척점","맛집","서울 구로구 경인로 397-0",37.4977,126.86387
365,"구일","고척스카이돔","관광지","서울 구로구 경인로 430-0",37.49822001,126.8671328
366,"구일","고척스카이돔/축구장","관광지","서울 구로구 안양천로 545-0",37.49608137,126.8668828
367,"구일","사모아쇼핑","관광지","서울 구로구 구일로10길 93-0",37.49588701,126.8769653
368,"구일","뒤뜰","맛집","서울 구로구 안양천로539길 6-0",37.505077,126.870544
369,"구일","안양천야구장","관광지","서울 양천구",37.51560696,126.8780483
370,"구일","송림가","맛집","서울 구로구 경인로 398-0",37.496998,126.86435
371,"구일","실크로드","맛집","서울 구로구 경인로 398-0",37.496998,126.86435
372,"구일","닥터로빈고척점","맛집","서울 구로구 경인로46길 51-0",37.49562,126.86575
373,"구일","광명햇살광장","관광지","서울 구로구",37.49077645,126.8699382
374,"구파발","아웃백스테이크하우스구파발점","맛집","서울 은평구 통일로 1080-0",37.639233,126.917534
375,"구파발","송추가마골은평2호점","맛집","서울 은평구 북한산로 228-1",37.650814,126.93757
